area_id,score,ground_truth
PL922,Very Low,428
PL22C,Medium,1363
PL228,Low,850
PL229,High,1459
PL22A,High,2786
PL22B,Medium,1664
PL224,High,805
PL225,Medium,1542
PL227,Medium,1681
PL822,Very Low,512
PL722,Very Low,459
PL616,Very Low,863
PL617,Low,605
PL618,Low,370
PL613,Low,2190
PL619,Low,473
PL414,Low,1327
PL411,Low,1069
PL415,Low,2221
PL418,Low,2165
PL416,Low,1643
PL417,Low,1615
PL623,Low,512
PL621,Low,1098
PL424,Very Low,986
PL427,Low,675
PL428,Low,1027
PL426,Low,938
PL842,Very Low,720
PL515,Low,1049
PL518,Low,1755
PL517,Low,1330
PL514,High,2382
PL524,Low,1495
PL523,Low,591
PL714,Very Low,648
PL713,Low,1057
PL712,Very Low,734
PL711,High,1993
PL715,Low,658
PL637,Very Low,578
PL638,Low,689
PL633,High,2046
PL634,Low,948
PL636,Very Low,887
PL843,Very Low,424
PL431,Low,700
PL432,Low,1454
PL923,Very Low,499
PL924,Very Low,493
PL926,Very Low,355
PL721,Very Low,1709
PL823,Medium,1169
PL821,Very Low,775
PL824,Low,875
PL811,Very Low,392
PL814,Very Low,1728
PL812,Very Low,603
PL815,Very Low,639
PL217,Medium,568
PL214,Low,834
PL218,Low,678
PL219,Low,295
PL21A,Low,967
PL213,Very High,2144
PL912,Very Low,690
PL913,Low,1089
SK010,Medium,726
SK021,High,1213
SK022,Medium,1847
SK023,Very Low,1252
SK031,Low,1420
SK032,Low,1332
SK041,Low,1359
SK042,High,1013
CZ010,Very High,6979
CZ020,Medium,4329
CZ080,Very High,4442
CZ032,Medium,3008
CZ041,Low,1027
CZ042,High,3513
CZ051,Medium,1584
CZ052,Medium,2473
CZ063,Medium,2561
CZ064,High,4336
CZ071,Medium,2364
CZ072,Medium,2360
HU110,Very High,4093
HU120,Medium,2694
HU211,Very Low,1435
HU212,Very Low,1055
HU213,Very Low,848
HU221,Low,1460
HU222,Very Low,749
HU223,Very Low,481
HU231,Medium,964
HU232,Very Low,715
HU311,Very Low,1422
HU312,Very Low,837
HU313,Very Low,424
HU321,Low,1068
HU322,Very Low,944
HU331,Very Low,1424
HU332,Very Low,650
HU333,Medium,889
